,id,date,home_team,opponent,attend,temp,day_night_categories,visiting_OPS+,visiting_ERA+,visiting_win_percent,city_rivals_flag,weekend_flag,home_opener_flag,holiday_flag,rainy_flag,cap,shirt,fireworks,bobblehead,promotion_flag
455,1083,2012-05-11,New York Yankees,Seattle Mariners,37226,68,non_sunday_night,88,102,0.463,0,1,0,0,0,NO,NO,NO,NO,0
456,1503,2012-05-11,Pittsburgh Pirates,Houston Astros,19878,70,non_sunday_night,82,89,0.34,0,1,0,0,0,NO,YES,NO,NO,1
457,199,2012-05-11,Minnesota Twins,Toronto Blue Jays,33387,51,non_sunday_night,94,91,0.451,0,1,0,0,0,NO,NO,NO,NO,0
458,2276,2012-05-11,Arizona Diamondbacks,San Francisco Giants,35792,95,non_sunday_night,106,96,0.58,0,1,0,0,0,NO,NO,YES,NO,1
459,575,2012-05-11,Chicago White Sox,Kansas City Royals,19129,74,non_sunday_night,94,98,0.444,0,1,0,0,0,NO,NO,YES,NO,1
460,402,2012-05-11,Baltimore Orioles,Tampa Bay Rays,26669,71,non_sunday_night,99,121,0.556,0,1,0,0,0,NO,NO,NO,NO,0
461,1804,2012-05-11,Los Angeles Dodgers,Colorado Rockies,35591,65,non_sunday_night,93,89,0.395,0,1,0,0,0,NO,NO,YES,NO,1
462,2055,2012-05-11,Miami Marlins,New York Mets,31007,78,non_sunday_night,94,93,0.457,0,1,0,0,0,NO,NO,NO,NO,0
463,1022,2012-05-11,Oakland Athletics,Detroit Tigers,26721,65,non_sunday_night,103,113,0.543,0,1,0,0,0,NO,NO,NO,NO,0
464,576,2012-05-12,Chicago White Sox,Kansas City Royals,20066,54,non_sunday_night,94,98,0.444,0,1,0,0,0,NO,NO,YES,NO,1
465,1023,2012-05-12,Oakland Athletics,Detroit Tigers,20077,66,non_sunday_night,103,113,0.543,0,1,0,0,0,YES,NO,NO,NO,1
466,1441,2012-05-12,St. Louis Cardinals,Atlanta Braves,44157,78,non_sunday_night,90,117,0.58,0,1,0,0,0,NO,NO,NO,NO,0
467,2277,2012-05-12,Arizona Diamondbacks,San Francisco Giants,31719,78,non_sunday_night,106,96,0.58,0,1,0,0,0,NO,NO,NO,NO,0
468,1084,2012-05-12,New York Yankees,Seattle Mariners,43954,77,non_sunday_day,88,102,0.463,0,1,0,0,0,NO,NO,NO,NO,0
469,1571,2012-05-12,Milwaukee Brewers,Chicago Cubs,42339,59,non_sunday_day,83,91,0.377,0,1,0,0,0,NO,NO,NO,NO,0
470,2056,2012-05-12,Miami Marlins,New York Mets,32128,77,non_sunday_day,94,93,0.457,0,1,0,0,0,NO,NO,NO,NO,0
471,894,2012-05-12,Boston Red Sox,Cleveland Indians,38048,77,non_sunday_night,99,82,0.42,0,1,0,0,0,NO,NO,NO,NO,0
472,2161,2012-05-12,Philadelphia Phillies,San Diego Padres,45542,76,non_sunday_night,97,90,0.469,0,1,0,0,0,NO,NO,NO,NO,0
473,1504,2012-05-12,Pittsburgh Pirates,Houston Astros,34187,72,non_sunday_night,82,89,0.34,0,1,0,0,0,NO,NO,NO,YES,0
474,836,2012-05-12,Cincinnati Reds,Washington Nationals,42294,72,non_sunday_night,101,120,0.605,0,1,0,0,0,NO,NO,NO,YES,0
475,403,2012-05-12,Baltimore Orioles,Tampa Bay Rays,32862,77,non_sunday_night,99,121,0.556,0,1,0,0,0,NO,NO,NO,NO,0
476,1805,2012-05-12,Los Angeles Dodgers,Colorado Rockies,33735,65,non_sunday_night,93,89,0.395,0,1,0,0,0,NO,NO,NO,NO,0
477,200,2012-05-12,Minnesota Twins,Toronto Blue Jays,38820,69,non_sunday_night,94,91,0.451,0,1,0,0,0,YES,NO,NO,NO,1
478,1572,2012-05-13,Milwaukee Brewers,Chicago Cubs,42167,64,sunday_day,83,91,0.377,0,1,0,1,0,NO,NO,NO,YES,0
479,2278,2012-05-13,Arizona Diamondbacks,San Francisco Giants,35430,77,sunday_day,106,96,0.58,0,1,0,1,0,NO,NO,NO,NO,0
480,201,2012-05-13,Minnesota Twins,Toronto Blue Jays,36889,71,sunday_day,94,91,0.451,0,1,0,1,0,NO,NO,NO,NO,0
481,1024,2012-05-13,Oakland Athletics,Detroit Tigers,17147,64,sunday_day,103,113,0.543,0,1,0,1,0,NO,NO,NO,NO,0
482,2057,2012-05-13,Miami Marlins,New York Mets,26401,75,sunday_day,94,93,0.457,0,1,0,1,0,NO,NO,NO,NO,0
483,1806,2012-05-13,Los Angeles Dodgers,Colorado Rockies,49124,70,sunday_day,93,89,0.395,0,1,0,1,0,NO,NO,NO,NO,0
484,1085,2012-05-13,New York Yankees,Seattle Mariners,41631,79,sunday_day,88,102,0.463,0,1,0,1,0,NO,NO,NO,NO,0
485,2162,2012-05-13,Philadelphia Phillies,San Diego Padres,45442,79,sunday_day,97,90,0.469,0,1,0,1,0,NO,NO,NO,NO,0
486,1442,2012-05-13,St. Louis Cardinals,Atlanta Braves,45729,74,sunday_day,90,117,0.58,0,1,0,1,0,NO,NO,NO,YES,0
487,837,2012-05-13,Cincinnati Reds,Washington Nationals,28361,62,sunday_day,101,120,0.605,0,1,0,1,0,NO,NO,NO,NO,0
488,895,2012-05-13,Boston Red Sox,Cleveland Indians,37611,74,sunday_day,99,82,0.42,0,1,0,1,0,NO,NO,NO,NO,0
489,577,2012-05-13,Chicago White Sox,Kansas City Royals,22636,58,sunday_day,94,98,0.444,0,1,0,1,0,NO,NO,NO,NO,0
490,1505,2012-05-13,Pittsburgh Pirates,Houston Astros,27517,62,sunday_day,82,89,0.34,0,1,0,1,1,NO,YES,NO,NO,1
491,404,2012-05-13,Baltimore Orioles,Tampa Bay Rays,29552,79,sunday_day,99,121,0.556,0,1,0,1,0,YES,NO,NO,NO,1
492,771,2012-05-14,Miami Marlins,Pittsburgh Pirates,25666,76,non_sunday_night,93,97,0.488,0,0,0,0,0,NO,NO,NO,NO,0
493,1501,2012-05-14,Philadelphia Phillies,Houston Astros,43824,68,non_sunday_night,82,89,0.34,0,0,0,0,0,YES,NO,NO,NO,1
494,1053,2012-05-14,Boston Red Sox,Seattle Mariners,37334,57,non_sunday_night,88,102,0.463,0,0,0,0,0,NO,YES,NO,NO,1
495,1665,2012-05-14,New York Mets,Milwaukee Brewers,20061,66,non_sunday_night,101,98,0.512,0,0,0,0,0,NO,NO,NO,NO,0
496,1713,2012-05-14,Atlanta Braves,Cincinnati Reds,19697,79,non_sunday_night,93,123,0.599,0,0,0,0,0,NO,NO,NO,NO,0
497,468,2012-05-14,Toronto Blue Jays,Tampa Bay Rays,15289,64,non_sunday_night,99,121,0.556,0,0,0,0,0,NO,NO,NO,NO,0
498,1840,2012-05-14,San Francisco Giants,Colorado Rockies,41254,61,non_sunday_night,93,89,0.395,0,0,0,0,0,NO,NO,NO,NO,0
499,1605,2012-05-14,St. Louis Cardinals,Chicago Cubs,44276,79,non_sunday_night,83,91,0.377,0,0,0,0,0,NO,NO,NO,NO,0
500,633,2012-05-14,Texas Rangers,Kansas City Royals,38702,80,non_sunday_night,94,98,0.444,0,0,0,0,0,NO,NO,NO,NO,0
501,929,2012-05-14,Minnesota Twins,Cleveland Indians,32313,84,non_sunday_night,99,82,0.42,0,0,0,0,0,NO,NO,NO,NO,0
502,84,2012-05-14,Baltimore Orioles,New York Yankees,16492,66,non_sunday_night,112,110,0.586,0,0,0,0,1,NO,NO,NO,NO,0
503,2178,2012-05-14,Washington Nationals,San Diego Padres,19434,67,non_sunday_night,97,90,0.469,0,0,0,0,1,NO,NO,NO,NO,0
504,982,2012-05-14,Chicago White Sox,Detroit Tigers,23538,70,non_sunday_night,103,113,0.543,0,0,0,0,0,NO,NO,NO,NO,0
505,2211,2012-05-14,Los Angeles Dodgers,Arizona Diamondbacks,24312,67,non_sunday_night,99,104,0.5,0,0,0,0,0,NO,NO,NO,NO,0
506,270,2012-05-14,Los Angeles Angels,Oakland Athletics,32851,70,non_sunday_night,99,112,0.58,0,0,0,0,0,NO,NO,NO,NO,0
507,1054,2012-05-15,Boston Red Sox,Seattle Mariners,37292,70,non_sunday_day,88,102,0.463,0,0,0,0,0,NO,YES,NO,NO,1
508,983,2012-05-15,Chicago White Sox,Detroit Tigers,21473,83,non_sunday_day,103,113,0.543,0,0,0,0,0,NO,NO,NO,NO,0
509,1714,2012-05-15,Atlanta Braves,Cincinnati Reds,21530,76,non_sunday_night,93,123,0.599,0,0,0,0,0,NO,NO,NO,NO,0
510,85,2012-05-15,Baltimore Orioles,New York Yankees,24055,78,non_sunday_night,112,110,0.586,0,0,0,0,0,NO,NO,NO,NO,0
511,1502,2012-05-15,Philadelphia Phillies,Houston Astros,43781,68,non_sunday_day,82,89,0.34,0,0,0,0,0,NO,NO,NO,NO,0
512,1606,2012-05-15,St. Louis Cardinals,Chicago Cubs,45538,80,non_sunday_day,83,91,0.377,0,0,0,0,0,NO,NO,NO,NO,0
513,271,2012-05-15,Los Angeles Angels,Oakland Athletics,31762,74,non_sunday_night,99,112,0.58,0,0,0,0,0,NO,NO,NO,NO,0
514,469,2012-05-15,Toronto Blue Jays,Tampa Bay Rays,15612,73,non_sunday_night,99,121,0.556,0,0,0,0,0,NO,NO,NO,NO,0
515,772,2012-05-15,Miami Marlins,Pittsburgh Pirates,24242,75,non_sunday_night,93,97,0.488,0,0,0,0,0,NO,NO,NO,NO,0
516,2212,2012-05-15,Los Angeles Dodgers,Arizona Diamondbacks,47077,70,non_sunday_night,99,104,0.5,0,0,0,0,0,NO,NO,NO,YES,0
517,2179,2012-05-15,Washington Nationals,San Diego Padres,23902,76,non_sunday_day,97,90,0.469,0,0,0,0,0,NO,NO,NO,NO,0
518,1666,2012-05-15,New York Mets,Milwaukee Brewers,22268,64,non_sunday_night,101,98,0.512,0,0,0,0,0,NO,YES,NO,NO,1
519,930,2012-05-15,Minnesota Twins,Cleveland Indians,35732,72,non_sunday_day,99,82,0.42,0,0,0,0,0,NO,NO,NO,NO,0
520,634,2012-05-15,Texas Rangers,Kansas City Royals,37210,83,non_sunday_night,94,98,0.444,0,0,0,0,0,NO,NO,NO,NO,0
521,1841,2012-05-15,San Francisco Giants,Colorado Rockies,41332,54,non_sunday_night,93,89,0.395,0,0,0,0,0,NO,NO,NO,NO,0
522,1164,2012-05-16,Los Angeles Angels,Chicago White Sox,39027,76,non_sunday_night,98,106,0.525,0,0,0,0,0,NO,NO,NO,YES,0
523,1230,2012-05-16,Kansas City Royals,Baltimore Orioles,17949,77,non_sunday_night,97,109,0.574,0,0,0,0,0,NO,NO,NO,NO,0
524,670,2012-05-16,Chicago Cubs,Philadelphia Phillies,38678,58,non_sunday_night,92,105,0.5,0,0,0,0,0,NO,NO,NO,NO,0
525,805,2012-05-16,Washington Nationals,Pittsburgh Pirates,25942,82,non_sunday_night,93,97,0.488,0,0,0,0,0,NO,NO,NO,NO,0
526,534,2012-05-16,Tampa Bay Rays,Boston Red Sox,20843,72,non_sunday_night,96,90,0.426,0,0,0,0,0,NO,NO,NO,NO,0
527,1307,2012-05-16,Atlanta Braves,Miami Marlins,21106,79,non_sunday_night,85,100,0.426,0,0,0,0,0,NO,NO,NO,NO,0
528,1617,2012-05-16,Houston Astros,Milwaukee Brewers,15453,73,non_sunday_night,101,98,0.512,0,0,0,0,0,NO,NO,NO,NO,0
529,1061,2012-05-16,Cleveland Indians,Seattle Mariners,12092,59,non_sunday_night,88,102,0.463,0,0,0,0,0,NO,NO,NO,NO,0
530,2205,2012-05-16,Colorado Rockies,Arizona Diamondbacks,32162,70,non_sunday_night,99,104,0.5,0,0,0,0,0,NO,NO,NO,NO,0
531,1931,2012-05-16,San Francisco Giants,St. Louis Cardinals,41324,53,non_sunday_night,107,103,0.543,0,0,0,0,0,NO,NO,NO,NO,0
532,26,2012-05-16,Detroit Tigers,Minnesota Twins,33955,64,non_sunday_night,98,86,0.407,0,0,0,0,0,NO,NO,NO,NO,0
533,300,2012-05-16,Texas Rangers,Oakland Athletics,46370,87,non_sunday_night,99,112,0.58,0,0,0,0,0,NO,NO,NO,NO,0
534,1740,2012-05-16,New York Mets,Cincinnati Reds,22659,71,non_sunday_night,93,123,0.599,0,0,0,0,0,NO,NO,NO,NO,0
535,144,2012-05-16,Toronto Blue Jays,New York Yankees,28915,68,non_sunday_night,112,110,0.586,0,0,0,0,0,NO,NO,NO,NO,0
536,1997,2012-05-16,San Diego Padres,Los Angeles Dodgers,21019,71,non_sunday_night,91,114,0.531,0,0,0,0,0,NO,NO,NO,NO,0
537,1062,2012-05-17,Cleveland Indians,Seattle Mariners,12894,60,non_sunday_day,88,102,0.463,0,0,0,0,0,NO,NO,NO,NO,0
538,1165,2012-05-17,Los Angeles Angels,Chicago White Sox,30786,73,non_sunday_day,98,106,0.525,0,0,0,0,0,NO,NO,NO,NO,0
539,2206,2012-05-17,Colorado Rockies,Arizona Diamondbacks,32035,75,non_sunday_day,99,104,0.5,0,0,0,0,0,NO,NO,NO,NO,0
540,806,2012-05-17,Washington Nationals,Pittsburgh Pirates,25757,74,non_sunday_night,93,97,0.488,0,0,0,0,0,NO,NO,NO,NO,0
541,1231,2012-05-17,Kansas City Royals,Baltimore Orioles,31076,81,non_sunday_day,97,109,0.574,0,0,0,0,0,NO,NO,NO,NO,0
542,671,2012-05-17,Chicago Cubs,Philadelphia Phillies,37986,63,non_sunday_night,92,105,0.5,0,0,0,0,0,NO,NO,NO,NO,0
543,145,2012-05-17,Toronto Blue Jays,New York Yankees,31266,63,non_sunday_night,112,110,0.586,0,0,0,0,0,NO,NO,NO,NO,0
544,1998,2012-05-17,San Diego Padres,Los Angeles Dodgers,27883,66,non_sunday_night,91,114,0.531,0,0,0,0,0,NO,NO,NO,NO,0
545,27,2012-05-17,Detroit Tigers,Minnesota Twins,37840,59,non_sunday_day,98,86,0.407,0,0,0,0,0,NO,NO,NO,NO,0
546,1618,2012-05-17,Houston Astros,Milwaukee Brewers,15173,73,non_sunday_night,101,98,0.512,0,0,0,0,0,NO,NO,NO,NO,0
547,1741,2012-05-17,New York Mets,Cincinnati Reds,29943,67,non_sunday_day,93,123,0.599,0,0,0,0,0,NO,NO,NO,NO,0
548,301,2012-05-17,Texas Rangers,Oakland Athletics,47182,86,non_sunday_day,99,112,0.58,0,0,0,0,0,NO,NO,NO,NO,0
549,1932,2012-05-17,San Francisco Giants,St. Louis Cardinals,41225,58,non_sunday_day,107,103,0.543,0,0,0,0,0,NO,NO,NO,NO,0
550,535,2012-05-17,Tampa Bay Rays,Boston Red Sox,19842,72,non_sunday_night,96,90,0.426,0,0,0,0,0,NO,NO,NO,NO,0
551,1308,2012-05-17,Atlanta Braves,Miami Marlins,27724,81,non_sunday_night,85,100,0.426,0,0,0,0,0,NO,NO,NO,NO,0
552,1380,2012-05-18,Tampa Bay Rays,Atlanta Braves,19693,72,non_sunday_night,90,117,0.58,0,1,0,0,0,NO,YES,NO,NO,1
553,1123,2012-05-18,Colorado Rockies,Seattle Mariners,34887,78,non_sunday_night,88,102,0.463,0,1,0,0,0,NO,NO,NO,NO,0
554,75,2012-05-18,Milwaukee Brewers,Minnesota Twins,32421,77,non_sunday_night,98,86,0.407,0,1,0,0,0,NO,NO,NO,NO,0
555,2026,2012-05-18,Toronto Blue Jays,New York Mets,26712,59,non_sunday_night,94,93,0.457,0,1,0,0,0,NO,NO,NO,NO,0
556,319,2012-05-18,San Francisco Giants,Oakland Athletics,41477,55,non_sunday_night,99,112,0.58,0,1,0,0,0,NO,NO,NO,NO,0
557,732,2012-05-18,Detroit Tigers,Pittsburgh Pirates,41661,73,non_sunday_night,93,97,0.488,0,1,0,0,0,NO,NO,YES,NO,1
558,343,2012-05-18,Houston Astros,Texas Rangers,34715,73,non_sunday_night,105,109,0.574,0,1,0,0,0,NO,YES,YES,NO,1
559,561,2012-05-18,Philadelphia Phillies,Boston Red Sox,45205,70,non_sunday_night,96,90,0.426,0,1,0,0,0,NO,NO,NO,NO,0
560,1898,2012-05-18,Los Angeles Dodgers,St. Louis Cardinals,40906,64,non_sunday_night,107,103,0.543,0,1,0,0,0,NO,NO,YES,NO,1
561,1288,2012-05-18,Washington Nationals,Baltimore Orioles,36680,72,non_sunday_night,97,109,0.574,0,1,0,0,0,NO,NO,NO,NO,0
562,1201,2012-05-18,Chicago Cubs,Chicago White Sox,34937,76,non_sunday_day,98,106,0.525,1,1,0,0,0,NO,NO,NO,NO,0
563,1294,2012-05-18,Cleveland Indians,Miami Marlins,29378,66,non_sunday_night,85,100,0.426,0,1,0,0,0,NO,NO,YES,NO,1
564,2183,2012-05-18,Kansas City Royals,Arizona Diamondbacks,33694,84,non_sunday_night,99,104,0.5,0,1,0,0,0,NO,NO,YES,NO,1
565,1707,2012-05-18,New York Yankees,Cincinnati Reds,42015,66,non_sunday_night,93,123,0.599,0,1,0,0,0,NO,YES,NO,NO,1
566,562,2012-05-19,Philadelphia Phillies,Boston Red Sox,45656,78,non_sunday_night,96,90,0.426,0,1,0,0,0,NO,NO,NO,NO,0
567,1381,2012-05-19,Tampa Bay Rays,Atlanta Braves,27433,72,non_sunday_day,90,117,0.58,0,1,0,0,0,NO,NO,NO,NO,0
568,1124,2012-05-19,Colorado Rockies,Seattle Mariners,30784,48,non_sunday_day,88,102,0.463,0,1,0,0,0,NO,NO,NO,NO,0
569,76,2012-05-19,Milwaukee Brewers,Minnesota Twins,42398,84,non_sunday_day,98,86,0.407,0,1,0,0,0,NO,NO,NO,NO,0
570,1289,2012-05-19,Washington Nationals,Baltimore Orioles,42331,79,non_sunday_night,97,109,0.574,0,1,0,0,0,YES,NO,NO,NO,1
571,2027,2012-05-19,Toronto Blue Jays,New York Mets,34962,63,non_sunday_day,94,93,0.457,0,1,0,0,0,NO,NO,NO,NO,0
572,1899,2012-05-19,Los Angeles Dodgers,St. Louis Cardinals,39383,67,non_sunday_night,107,103,0.543,0,1,0,0,0,NO,NO,NO,NO,0
573,1708,2012-05-19,New York Yankees,Cincinnati Reds,45302,74,non_sunday_day,93,123,0.599,0,1,0,0,0,YES,NO,NO,NO,1
574,2184,2012-05-19,Kansas City Royals,Arizona Diamondbacks,27469,85,non_sunday_night,99,104,0.5,0,1,0,0,0,NO,NO,NO,NO,0
575,320,2012-05-19,San Francisco Giants,Oakland Athletics,41411,65,non_sunday_day,99,112,0.58,0,1,0,0,0,YES,NO,NO,NO,1
576,733,2012-05-19,Detroit Tigers,Pittsburgh Pirates,42953,83,non_sunday_day,93,97,0.488,0,1,0,0,0,NO,NO,NO,YES,0
577,1295,2012-05-19,Cleveland Indians,Miami Marlins,29799,71,non_sunday_day,85,100,0.426,0,1,0,0,0,NO,NO,NO,NO,0
578,1202,2012-05-19,Chicago Cubs,Chicago White Sox,40228,81,non_sunday_night,98,106,0.525,1,1,0,0,0,NO,NO,NO,NO,0
579,344,2012-05-19,Houston Astros,Texas Rangers,42673,73,non_sunday_night,105,109,0.574,0,1,0,0,0,NO,NO,NO,YES,0
580,1125,2012-05-20,Colorado Rockies,Seattle Mariners,36662,72,sunday_day,88,102,0.463,0,1,0,0,0,NO,NO,NO,NO,0
581,563,2012-05-20,Philadelphia Phillies,Boston Red Sox,45586,79,sunday_day,96,90,0.426,0,1,0,0,0,NO,NO,NO,NO,0
582,1382,2012-05-20,Tampa Bay Rays,Atlanta Braves,24759,72,sunday_day,90,117,0.58,0,1,0,0,0,NO,NO,NO,YES,0
583,2185,2012-05-20,Kansas City Royals,Arizona Diamondbacks,24234,72,sunday_day,99,104,0.5,0,1,0,0,0,NO,NO,NO,NO,0
584,1296,2012-05-20,Cleveland Indians,Miami Marlins,23668,74,sunday_day,85,100,0.426,0,1,0,0,0,NO,NO,NO,YES,0
585,1709,2012-05-20,New York Yankees,Cincinnati Reds,45622,72,sunday_day,93,123,0.599,0,1,0,0,0,NO,NO,NO,NO,0
586,77,2012-05-20,Milwaukee Brewers,Minnesota Twins,33064,86,sunday_day,98,86,0.407,0,1,0,0,0,NO,NO,NO,NO,0
587,1203,2012-05-20,Chicago Cubs,Chicago White Sox,38374,91,sunday_day,98,106,0.525,1,1,0,0,0,NO,NO,NO,NO,0
588,1900,2012-05-20,Los Angeles Dodgers,St. Louis Cardinals,44005,77,sunday_night,107,103,0.543,0,1,0,0,0,NO,NO,NO,NO,0
589,2028,2012-05-20,Toronto Blue Jays,New York Mets,41867,79,sunday_day,94,93,0.457,0,1,0,0,0,NO,NO,NO,YES,0
590,1290,2012-05-20,Washington Nationals,Baltimore Orioles,41918,77,sunday_day,97,109,0.574,0,1,0,0,0,NO,YES,NO,NO,1
591,734,2012-05-20,Detroit Tigers,Pittsburgh Pirates,39971,82,sunday_day,93,97,0.488,0,1,0,0,0,NO,NO,NO,NO,0
592,321,2012-05-20,San Francisco Giants,Oakland Athletics,41378,66,sunday_day,99,112,0.58,0,1,0,0,0,NO,NO,NO,NO,0
593,345,2012-05-20,Houston Astros,Texas Rangers,35873,73,sunday_day,105,109,0.574,0,1,0,0,0,NO,NO,NO,NO,0
594,1390,2012-05-21,Cincinnati Reds,Atlanta Braves,17606,74,non_sunday_night,90,117,0.58,0,0,0,0,0,NO,NO,NO,NO,0
595,620,2012-05-21,New York Yankees,Kansas City Royals,39229,61,non_sunday_night,94,98,0.444,0,0,0,0,0,NO,NO,NO,NO,0
596,1949,2012-05-21,Arizona Diamondbacks,Los Angeles Dodgers,24768,105,non_sunday_night,91,114,0.531,0,0,0,0,0,NO,NO,NO,NO,0
597,2175,2012-05-21,St. Louis Cardinals,San Diego Padres,40360,72,non_sunday_night,97,90,0.469,0,0,0,0,0,NO,NO,NO,NO,0
598,867,2012-05-21,Philadelphia Phillies,Washington Nationals,43787,63,non_sunday_night,101,120,0.605,0,0,0,0,1,NO,NO,NO,NO,0
599,483,2012-05-21,Baltimore Orioles,Boston Red Sox,16392,72,non_sunday_night,96,90,0.426,0,0,0,0,0,NO,NO,NO,NO,0
600,2076,2012-05-21,Pittsburgh Pirates,New York Mets,14556,76,non_sunday_night,94,93,0.457,0,0,0,0,0,NO,NO,NO,NO,0
601,220,2012-05-21,Tampa Bay Rays,Toronto Blue Jays,10844,72,non_sunday_night,94,91,0.451,0,0,0,0,0,NO,NO,NO,NO,0
602,378,2012-05-21,Seattle Mariners,Texas Rangers,18672,60,non_sunday_night,105,109,0.574,0,0,0,0,0,NO,NO,NO,NO,0
603,1536,2012-05-21,Houston Astros,Chicago Cubs,16895,73,non_sunday_night,83,91,0.377,0,0,0,0,0,NO,NO,NO,NO,0
604,1813,2012-05-21,Miami Marlins,Colorado Rockies,25155,76,non_sunday_night,93,89,0.395,0,0,0,0,0,NO,NO,NO,NO,0
605,2313,2012-05-21,Milwaukee Brewers,San Francisco Giants,31644,65,non_sunday_night,106,96,0.58,0,0,0,0,0,NO,NO,NO,NO,0
606,8,2012-05-22,Chicago White Sox,Minnesota Twins,20026,62,non_sunday_night,98,86,0.407,0,0,0,0,0,NO,NO,NO,NO,0
607,988,2012-05-22,Cleveland Indians,Detroit Tigers,15049,61,non_sunday_night,103,113,0.543,0,0,0,0,0,NO,NO,NO,NO,0
608,2314,2012-05-22,Milwaukee Brewers,San Francisco Giants,30451,71,non_sunday_night,106,96,0.58,0,0,0,0,0,NO,NO,NO,NO,0
609,1391,2012-05-22,Cincinnati Reds,Atlanta Braves,26438,75,non_sunday_night,90,117,0.58,0,0,0,0,0,NO,NO,NO,NO,0
610,1950,2012-05-22,Arizona Diamondbacks,Los Angeles Dodgers,25738,105,non_sunday_night,91,114,0.531,0,0,0,0,0,NO,NO,NO,NO,0
611,2176,2012-05-22,St. Louis Cardinals,San Diego Padres,39151,77,non_sunday_night,97,90,0.469,0,0,0,0,0,NO,NO,NO,NO,0
612,221,2012-05-22,Tampa Bay Rays,Toronto Blue Jays,12307,72,non_sunday_night,94,91,0.451,0,0,0,0,0,NO,NO,NO,NO,0
613,1537,2012-05-22,Houston Astros,Chicago Cubs,20091,73,non_sunday_night,83,91,0.377,0,0,0,0,0,NO,NO,NO,NO,0
614,1814,2012-05-22,Miami Marlins,Colorado Rockies,22242,74,non_sunday_night,93,89,0.395,0,0,0,0,0,NO,NO,NO,NO,0
615,484,2012-05-22,Baltimore Orioles,Boston Red Sox,25171,76,non_sunday_night,96,90,0.426,0,0,0,0,0,NO,NO,NO,NO,0
616,379,2012-05-22,Seattle Mariners,Texas Rangers,15604,56,non_sunday_night,105,109,0.574,0,0,0,0,0,NO,NO,NO,NO,0
617,2077,2012-05-22,Pittsburgh Pirates,New York Mets,15794,75,non_sunday_night,94,93,0.457,0,0,0,0,0,NO,NO,NO,NO,0
618,868,2012-05-22,Philadelphia Phillies,Washington Nationals,45569,73,non_sunday_night,101,120,0.605,0,0,0,0,0,NO,NO,NO,NO,0
619,621,2012-05-22,New York Yankees,Kansas City Royals,37674,67,non_sunday_night,94,98,0.444,0,0,0,0,0,NO,NO,NO,NO,0
620,1815,2012-05-23,Miami Marlins,Colorado Rockies,23985,76,non_sunday_night,93,89,0.395,0,0,0,0,0,NO,NO,NO,NO,0
621,2315,2012-05-23,Milwaukee Brewers,San Francisco Giants,37691,67,non_sunday_day,106,96,0.58,0,0,0,0,0,NO,NO,NO,NO,0
622,380,2012-05-23,Seattle Mariners,Texas Rangers,23097,55,non_sunday_day,105,109,0.574,0,0,0,0,0,NO,NO,NO,NO,0
623,1538,2012-05-23,Houston Astros,Chicago Cubs,18732,73,non_sunday_night,83,91,0.377,0,0,0,0,0,YES,NO,NO,NO,1
624,989,2012-05-23,Cleveland Indians,Detroit Tigers,22000,65,non_sunday_night,103,113,0.543,0,0,0,0,0,NO,NO,NO,NO,0
625,1951,2012-05-23,Arizona Diamondbacks,Los Angeles Dodgers,27645,99,non_sunday_night,91,114,0.531,0,0,0,0,0,NO,NO,NO,NO,0
626,2177,2012-05-23,St. Louis Cardinals,San Diego Padres,40715,85,non_sunday_night,97,90,0.469,0,0,0,0,0,NO,NO,NO,NO,0
627,869,2012-05-23,Philadelphia Phillies,Washington Nationals,43926,74,non_sunday_night,101,120,0.605,0,0,0,0,0,NO,NO,NO,NO,0
628,2078,2012-05-23,Pittsburgh Pirates,New York Mets,25731,73,non_sunday_day,94,93,0.457,0,0,0,0,0,NO,NO,NO,NO,0
629,485,2012-05-23,Baltimore Orioles,Boston Red Sox,27806,75,non_sunday_day,96,90,0.426,0,0,0,0,0,NO,NO,NO,NO,0
630,9,2012-05-23,Chicago White Sox,Minnesota Twins,20064,72,non_sunday_night,98,86,0.407,0,0,0,0,0,NO,NO,NO,NO,0
631,622,2012-05-23,New York Yankees,Kansas City Royals,40407,71,non_sunday_night,94,98,0.444,0,0,0,0,0,NO,NO,NO,NO,0
632,222,2012-05-23,Tampa Bay Rays,Toronto Blue Jays,11471,72,non_sunday_day,94,91,0.451,0,0,0,0,0,NO,NO,NO,NO,0
633,1392,2012-05-23,Cincinnati Reds,Atlanta Braves,20411,78,non_sunday_night,90,117,0.58,0,0,0,0,0,NO,NO,NO,NO,0
634,713,2012-05-24,St. Louis Cardinals,Philadelphia Phillies,40135,87,non_sunday_night,92,105,0.5,0,0,0,0,0,NO,NO,NO,NO,0
635,990,2012-05-24,Cleveland Indians,Detroit Tigers,23622,81,non_sunday_day,103,113,0.543,0,0,0,0,0,NO,NO,NO,NO,0
636,10,2012-05-24,Chicago White Sox,Minnesota Twins,20167,82,non_sunday_night,98,86,0.407,0,0,0,0,0,NO,NO,NO,NO,0
637,2156,2012-05-24,New York Mets,San Diego Padres,24109,66,non_sunday_night,97,90,0.469,0,0,0,0,0,NO,NO,NO,NO,0
638,1393,2012-05-24,Cincinnati Reds,Atlanta Braves,23312,82,non_sunday_night,90,117,0.58,0,0,0,0,0,NO,NO,NO,NO,0
639,2309,2012-05-24,Miami Marlins,San Francisco Giants,24099,74,non_sunday_night,106,96,0.58,0,0,0,0,0,NO,NO,NO,NO,0
